tour,faim,pensee,famine
0,10,1,0
1,20,2,0
2,30,3,0
3,40,4,0
4,50,5,0
5,60,6,0
6,70,7,0
7,80,8,0
8,90,9,0
9,100,10,0
10,100,10,0
11,100,10,0
12,100,10,0
13,90,10,0
14,80,10,0
15,70,10,0
16,60,10,0
17,50,10,0
18,40,10,0
19,30,10,0
20,20,10,0
21,10,10,0
22,0,10,0
23,-10,10,0
24,-10,10,0
25,0,11,0
26,10,12,0
27,20,13,0
28,30,14,0
29,40,15,0
30,50,16,0
31,60,17,0
32,70,18,0
33,80,19,0
34,90,20,0
35,100,21,0
36,100,21,0
37,100,21,1
38,100,21,2
39,100,21,3
40,100,21,4
41,100,21,5
42,100,21,6
43,100,21,6
44,100,21,6
45,90,21,6
46,80,21,6
47,70,21,6
48,60,21,6
49,50,21,6
50,40,21,6
51,30,21,6
52,20,21,6
53,10,21,6
54,0,21,6
55,-10,21,6
56,-10,21,6
57,0,22,6
58,10,23,6
59,20,24,6
60,30,25,6
61,40,26,6
62,50,27,6
63,60,28,6
64,70,29,6
65,80,30,6
66,90,31,6
67,100,32,6
68,100,32,6
69,100,32,7
70,100,32,8
71,100,32,9
72,100,32,10
73,100,32,11
74,100,32,12
75,100,32,13
76,100,32,14
77,100,32,15
78,100,32,16
79,100,32,17
80,100,32,18
81,100,32,19
82,100,32,20
83,100,32,21
84,100,32,22
85,100,32,23
86,100,32,24
87,100,32,25
88,100,32,26
89,100,32,27
90,100,32,28
91,100,32,29
92,100,32,30
93,100,32,31
94,100,32,32
95,100,32,33
96,100,32,34
97,100,32,35
98,100,32,36
99,100,32,37
100,100,32,38
101,100,32,39
102,100,32,40
103,100,32,41
104,100,32,42
105,100,32,43
106,100,32,44
107,100,32,45
108,100,32,46
109,100,32,47
110,100,32,48
111,100,32,49
112,100,32,50
113,100,32,51
114,100,32,52
115,100,32,53
116,100,32,54
117,100,32,55
118,100,32,56
119,100,32,57
120,100,32,58
121,100,32,59
122,100,32,60
123,100,32,61
124,100,32,62
125,100,32,63
126,100,32,64
127,100,32,65
128,100,32,66
129,100,32,67
130,100,32,68
131,100,32,69
132,100,32,70
133,100,32,71
134,100,32,72
135,100,32,73
136,100,32,74
137,100,32,75
138,100,32,76
139,100,32,77
140,100,32,78
141,100,32,79
142,100,32,80
143,100,32,81
144,100,32,82
145,100,32,83
146,100,32,84
147,100,32,85
148,100,32,86
149,100,32,87
150,100,32,88
151,100,32,89
152,100,32,90
153,100,32,91
154,100,32,92
155,100,32,92
156,100,32,92
157,90,32,92
158,80,32,92
159,70,32,92
160,60,32,92
161,50,32,92
162,40,32,92
163,30,32,92
164,20,32,92
165,10,32,92
166,0,32,92
167,-10,32,92
168,-10,32,92
169,0,33,92
170,10,34,92
171,20,35,92
172,30,36,92
173,40,37,92
174,50,38,92
175,60,39,92
176,70,40,92
177,80,41,92
178,90,42,92
179,100,43,92
180,100,43,92
181,100,43,93
182,100,43,94
183,100,43,95
184,100,43,96
185,100,43,97
186,100,43,97
187,100,43,97
188,90,43,97
189,80,43,97
190,70,43,97
191,60,43,97
192,50,43,97
193,40,43,97
194,30,43,97
195,20,43,97
196,10,43,97
197,0,43,97
198,-10,43,97
199,-10,43,97
200,0,44,97
201,10,45,97
202,20,46,97
203,30,47,97
204,40,48,97
205,50,49,97
206,60,50,97
207,70,51,97
208,80,52,97
209,90,53,97
210,100,54,97
211,100,54,97
212,100,54,98
213,100,54,99
214,100,54,100
215,100,54,101
216,100,54,102
217,100,54,103
218,100,54,104
219,100,54,105
220,100,54,106
221,100,54,107
222,100,54,107
223,100,54,107
224,90,54,107
225,80,54,107
226,70,54,107
227,60,54,107
228,50,54,107
229,40,54,107
230,30,54,107
231,20,54,107
232,10,54,107
233,0,54,107
234,-10,54,107
235,-10,54,107
236,0,55,107
237,10,56,107
238,20,57,107
239,30,58,107
240,40,59,107
241,50,60,107
242,60,61,107
243,70,62,107
244,80,63,107
245,90,64,107
246,100,65,107
247,100,65,107
248,100,65,108
249,100,65,109
250,100,65,110
251,100,65,111
252,100,65,112
253,100,65,113
254,100,65,114
255,100,65,115
256,100,65,116
257,100,65,117
258,100,65,118
259,100,65,119
260,100,65,120
261,100,65,121
262,100,65,122
263,100,65,123
264,100,65,124
265,100,65,125
266,100,65,126
267,100,65,127
268,100,65,127
269,100,65,127
270,90,65,127
271,80,65,127
272,70,65,127
273,60,65,127
274,50,65,127
275,40,65,127
276,30,65,127
277,20,65,127
278,10,65,127
279,0,65,127
280,-10,65,127
281,-10,65,127
282,0,66,127
283,10,67,127
284,20,68,127
285,30,69,127
286,40,70,127
287,50,71,127
288,60,72,127
289,70,73,127
290,80,74,127
291,90,75,127
292,100,76,127
293,100,76,127
294,100,76,128
295,100,76,129
296,100,76,130
297,100,76,131
298,100,76,132
299,100,76,133
300,100,76,134
301,100,76,135
302,100,76,136
303,100,76,137
304,100,76,138
305,100,76,139
306,100,76,140
307,100,76,141
308,100,76,141
