tour,faim,pensee,famine
0,5,1,0
1,10,2,0
2,15,3,0
3,20,4,0
4,25,5,0
5,30,6,0
6,35,7,0
7,40,8,0
8,45,9,0
9,50,10,0
10,55,11,0
11,60,12,0
12,65,13,0
13,70,14,0
14,75,15,0
15,80,16,0
16,85,17,0
17,90,18,0
18,95,19,0
19,100,20,0
20,100,20,0
21,100,20,0
22,100,20,1
23,100,20,2
24,100,20,3
25,100,20,3
26,100,20,3
27,90,20,3
28,80,20,3
29,70,20,3
30,60,20,3
31,50,20,3
32,40,20,3
33,30,20,3
34,20,20,3
35,10,20,3
36,10,20,3
37,15,21,3
38,20,22,3
39,25,23,3
40,30,24,3
41,35,25,3
42,40,26,3
43,45,27,3
44,50,28,3
45,55,29,3
46,60,30,3
47,65,31,3
48,70,32,3
49,75,33,3
50,80,34,3
51,85,35,3
52,90,36,3
53,95,37,3
54,100,38,3
55,100,38,3
56,100,38,4
57,100,38,5
58,100,38,6
59,100,38,7
60,100,38,8
61,100,38,8
62,100,38,8
63,90,38,8
64,80,38,8
65,70,38,8
66,60,38,8
67,50,38,8
68,40,38,8
69,30,38,8
70,20,38,8
71,20,38,8
72,25,39,8
73,30,40,8
74,35,41,8
75,40,42,8
76,45,43,8
77,50,44,8
78,55,45,8
79,60,46,8
80,65,47,8
81,70,48,8
82,75,49,8
83,80,50,8
84,85,51,8
85,90,52,8
86,95,53,8
87,100,54,8
88,100,54,8
89,100,54,9
90,100,54,10
91,100,54,11
92,100,54,12
93,100,54,12
94,100,54,12
95,90,54,12
96,80,54,12
97,70,54,12
98,60,54,12
99,50,54,12
100,40,54,12
101,30,54,12
102,20,54,12
103,10,54,12
104,0,54,12
105,-10,54,12
106,-10,54,12
107,-5,55,12
108,0,56,12
109,5,57,12
110,10,58,12
111,15,59,12
112,20,60,12
113,25,61,12
114,30,62,12
115,35,63,12
116,40,64,12
117,45,65,12
118,50,66,12
119,55,67,12
120,60,68,12
121,65,69,12
122,70,70,12
123,75,71,12
124,80,72,12
125,85,73,12
126,90,74,12
127,95,75,12
128,100,76,12
129,100,76,12
130,100,76,12
131,100,76,12
132,90,76,12
133,80,76,12
134,70,76,12
135,60,76,12
136,50,76,12
137,40,76,12
138,40,76,12
139,45,77,12
140,50,78,12
141,55,79,12
142,60,80,12
143,65,81,12
144,70,82,12
145,75,83,12
146,80,84,12
147,85,85,12
148,90,86,12
