tour,faim,pensee,famine
0,10,1,0
1,20,2,0
2,30,3,0
3,40,4,0
4,50,5,0
5,60,6,0
6,70,7,0
7,80,8,0
8,90,9,0
9,100,10,0
10,100,10,0
11,100,10,0
12,100,10,0
13,90,10,0
14,80,10,0
15,70,10,0
16,60,10,0
17,50,10,0
18,40,10,0
19,30,10,0
20,20,10,0
21,10,10,0
22,10,10,0
23,20,11,0
24,30,12,0
25,40,13,0
26,50,14,0
27,60,15,0
28,70,16,0
29,80,17,0
30,90,18,0
31,100,19,0
32,100,19,0
33,100,19,1
34,100,19,2
35,100,19,3
36,100,19,3
37,100,19,3
38,90,19,3
39,80,19,3
40,70,19,3
41,60,19,3
42,50,19,3
43,40,19,3
44,30,19,3
45,20,19,3
46,10,19,3
47,10,19,3
48,20,20,3
49,30,21,3
50,40,22,3
51,50,23,3
52,60,24,3
53,70,25,3
54,80,26,3
55,90,27,3
56,100,28,3
57,100,28,3
58,100,28,4
59,100,28,4
60,100,28,4
61,90,28,4
62,80,28,4
63,70,28,4
64,60,28,4
65,50,28,4
66,40,28,4
67,30,28,4
68,20,28,4
69,10,28,4
70,10,28,4
71,20,29,4
72,30,30,4
73,40,31,4
74,50,32,4
75,60,33,4
76,70,34,4
77,80,35,4
78,90,36,4
79,100,37,4
80,100,37,4
81,100,37,5
82,100,37,6
83,100,37,7
84,100,37,8
85,100,37,9
86,100,37,10
87,100,37,11
88,100,37,12
89,100,37,13
90,100,37,14
91,100,37,15
92,100,37,16
93,100,37,17
94,100,37,18
95,100,37,19
96,100,37,20
97,100,37,21
98,100,37,22
99,100,37,23
100,100,37,24
101,100,37,24
102,100,37,24
103,90,37,24
104,80,37,24
105,70,37,24
106,60,37,24
107,50,37,24
108,40,37,24
109,30,37,24
110,20,37,24
111,10,37,24
112,10,37,24
113,20,38,24
114,30,39,24
115,40,40,24
116,50,41,24
117,60,42,24
118,70,43,24
119,80,44,24
120,90,45,24
121,100,46,24
122,100,46,24
123,100,46,25
124,100,46,26
125,100,46,27
126,100,46,28
127,100,46,29
128,100,46,30
129,100,46,31
130,100,46,32
131,100,46,33
132,100,46,34
133,100,46,35
134,100,46,36
135,100,46,37
136,100,46,38
137,100,46,39
138,100,46,40
139,100,46,41
140,100,46,42
141,100,46,43
142,100,46,44
143,100,46,45
144,100,46,46
145,100,46,47
146,100,46,48
147,100,46,49
148,100,46,50
149,100,46,51
150,100,46,52
151,100,46,53
152,100,46,54
153,100,46,55
154,100,46,56
155,100,46,57
156,100,46,58
157,100,46,59
158,100,46,60
159,100,46,61
160,100,46,62
161,100,46,63
162,100,46,64
163,100,46,64
164,100,46,65
165,100,46,66
166,100,46,67
167,100,46,68
168,100,46,69
169,100,46,70
170,100,46,71
171,100,46,72
172,100,46,73
173,100,46,74
174,100,46,75
175,100,46,76
176,100,46,77
177,100,46,78
178,100,46,79
179,100,46,80
180,100,46,81
181,100,46,82
182,100,46,83
183,100,46,84
184,100,46,85
185,100,46,86
186,100,46,87
187,100,46,88
188,100,46,89
189,100,46,90
190,100,46,91
191,100,46,92
192,100,46,92
193,100,46,92
194,90,46,92
195,80,46,92
196,70,46,92
197,60,46,92
198,50,46,92
199,40,46,92
200,30,46,92
201,20,46,92
202,10,46,92
203,10,46,92
204,20,47,92
205,30,48,92
206,40,49,92
207,50,50,92
208,60,51,92
209,70,52,92
210,80,53,92
211,90,54,92
212,100,55,92
213,100,55,92
214,100,55,93
215,100,55,94
216,100,55,94
217,100,55,94
218,90,55,94
219,80,55,94
220,70,55,94
221,60,55,94
222,50,55,94
223,40,55,94
224,30,55,94
225,20,55,94
226,10,55,94
227,10,55,94
228,20,56,94
229,30,57,94
230,40,58,94
231,50,59,94
232,60,60,94
233,70,61,94
234,80,62,94
235,90,63,94
236,100,64,94
237,100,64,94
238,100,64,95
239,100,64,96
240,100,64,96
241,100,64,96
242,90,64,96
243,80,64,96
244,70,64,96
245,60,64,96
246,50,64,96
247,40,64,96
248,30,64,96
249,20,64,96
250,10,64,96
251,10,64,96
252,20,65,96
253,30,66,96
254,40,67,96
255,50,68,96
256,60,69,96
257,70,70,96
258,80,71,96
259,90,72,96
260,100,73,96
261,100,73,96
262,100,73,97
263,100,73,98
264,100,73,99
265,100,73,99
266,100,73,99
267,90,73,99
268,80,73,99
269,70,73,99
270,60,73,99
271,50,73,99
272,40,73,99
273,30,73,99
274,20,73,99
275,10,73,99
276,10,73,99
277,20,74,99
278,30,75,99
279,40,76,99
280,50,77,99
281,60,78,99
282,70,79,99
283,80,80,99
284,90,81,99
285,100,82,99
286,100,82,99
287,100,82,100
288,100,82,101
289,100,82,101
290,100,82,101
291,90,82,101
292,80,82,101
293,70,82,101
294,60,82,101
295,50,82,101
296,40,82,101
297,30,82,101
298,20,82,101
299,10,82,101
300,10,82,101
301,20,83,101
302,30,84,101
303,40,85,101
304,50,86,101
305,60,87,101
306,70,88,101
307,80,89,101
308,90,90,101
309,100,91,101
