tour,faim,pensee,famine
0,10,1,0
1,20,2,0
2,30,3,0
3,40,4,0
4,50,5,0
5,60,6,0
6,70,7,0
7,80,8,0
8,90,9,0
9,100,10,0
10,100,10,0
11,100,10,0
12,100,10,0
13,85,10,0
14,70,10,0
15,55,10,0
16,40,10,0
17,40,10,0
18,50,11,0
19,60,12,0
20,70,13,0
21,80,14,0
22,90,15,0
23,100,16,0
24,100,16,0
25,100,16,1
26,100,16,2
27,100,16,3
28,100,16,4
29,100,16,5
30,100,16,6
31,100,16,7
32,100,16,8
33,100,16,8
34,100,16,8
35,85,16,8
36,70,16,8
37,55,16,8
38,40,16,8
39,40,16,8
40,50,17,8
41,60,18,8
42,70,19,8
43,80,20,8
44,90,21,8
45,100,22,8
46,100,22,8
47,100,22,9
48,100,22,10
49,100,22,10
50,100,22,10
51,85,22,10
52,70,22,10
53,55,22,10
54,40,22,10
55,25,22,10
56,25,22,10
57,35,23,10
58,45,24,10
59,55,25,10
60,65,26,10
61,75,27,10
62,85,28,10
63,95,29,10
64,105,30,10
65,105,30,10
66,105,30,11
67,105,30,12
68,105,30,13
69,105,30,13
70,105,30,13
71,90,30,13
72,75,30,13
73,60,30,13
74,45,30,13
75,45,30,13
76,55,31,13
77,65,32,13
78,75,33,13
79,85,34,13
80,95,35,13
81,105,36,13
82,105,36,13
83,105,36,14
84,105,36,15
85,105,36,16
86,105,36,17
87,105,36,18
88,105,36,19
89,105,36,20
90,105,36,21
91,105,36,22
92,105,36,23
93,105,36,24
94,105,36,25
95,105,36,26
96,105,36,27
97,105,36,28
98,105,36,29
99,105,36,30
100,105,36,31
101,105,36,32
102,105,36,33
103,105,36,34
104,105,36,35
105,105,36,36
106,105,36,37
107,105,36,38
108,105,36,39
109,105,36,40
110,105,36,41
111,105,36,42
112,105,36,43
113,105,36,44
114,105,36,45
115,105,36,46
116,105,36,47
117,105,36,48
118,105,36,49
119,105,36,50
120,105,36,51
121,105,36,52
122,105,36,53
123,105,36,54
124,105,36,55
125,105,36,56
126,105,36,57
127,105,36,58
128,105,36,59
129,105,36,60
130,105,36,61
131,105,36,62
132,105,36,63
133,105,36,64
134,105,36,65
135,105,36,66
136,105,36,67
137,105,36,68
138,105,36,69
139,105,36,70
140,105,36,71
141,105,36,72
142,105,36,73
143,105,36,74
144,105,36,75
145,105,36,76
146,105,36,77
147,105,36,78
148,105,36,79
149,105,36,80
150,105,36,81
151,105,36,82
152,105,36,83
153,105,36,84
154,105,36,85
155,105,36,86
156,105,36,86
157,105,36,86
158,90,36,86
159,75,36,86
160,60,36,86
161,45,36,86
162,30,36,86
163,15,36,86
164,0,36,86
165,0,36,86
166,10,37,86
167,20,38,86
168,30,39,86
169,40,40,86
170,50,41,86
171,60,42,86
172,70,43,86
173,80,44,86
174,90,45,86
175,100,46,86
176,100,46,86
177,100,46,87
178,100,46,87
179,100,46,87
180,85,46,87
181,70,46,87
182,55,46,87
183,40,46,87
184,25,46,87
185,25,46,87
186,35,47,87
187,45,48,87
188,55,49,87
189,65,50,87
190,75,51,87
191,85,52,87
192,95,53,87
193,105,54,87
194,105,54,87
195,105,54,87
196,105,54,87
197,90,54,87
198,75,54,87
199,60,54,87
200,45,54,87
201,30,54,87
202,30,54,87
203,40,55,87
204,50,56,87
205,60,57,87
206,70,58,87
207,80,59,87
208,90,60,87
209,100,61,87
210,100,61,87
211,100,61,88
212,100,61,89
213,100,61,90
214,100,61,91
215,100,61,92
216,100,61,93
217,100,61,94
218,100,61,95
219,100,61,96
220,100,61,97
221,100,61,98
222,100,61,99
223,100,61,100
224,100,61,101
225,100,61,102
226,100,61,103
227,100,61,104
228,100,61,105
229,100,61,106
230,100,61,107
231,100,61,108
232,100,61,109
233,100,61,110
234,100,61,111
235,100,61,112
236,100,61,113
237,100,61,114
238,100,61,115
239,100,61,116
240,100,61,117
241,100,61,118
242,100,61,119
243,100,61,120
244,100,61,121
245,100,61,122
246,100,61,123
247,100,61,124
248,100,61,125
249,100,61,126
250,100,61,127
251,100,61,128
252,100,61,129
253,100,61,129
254,100,61,129
255,85,61,129
256,70,61,129
257,55,61,129
258,40,61,129
259,25,61,129
260,10,61,129
261,-5,61,129
262,-5,61,129
263,5,62,129
264,15,63,129
265,25,64,129
266,35,65,129
267,45,66,129
268,55,67,129
269,65,68,129
270,75,69,129
271,85,70,129
272,95,71,129
273,105,72,129
274,105,72,129
275,105,72,130
276,105,72,131
277,105,72,131
278,105,72,131
279,90,72,131
280,75,72,131
281,60,72,131
282,45,72,131
283,45,72,131
284,55,73,131
285,65,74,131
286,75,75,131
287,85,76,131
288,95,77,131
289,105,78,131
290,105,78,131
291,105,78,132
292,105,78,133
293,105,78,134
294,105,78,134
295,105,78,134
296,90,78,134
297,75,78,134
298,60,78,134
299,45,78,134
300,45,78,134
301,55,79,134
302,65,80,134
303,75,81,134
304,85,82,134
305,95,83,134
306,105,84,134
307,105,84,134
308,105,84,135
309,105,84,136
