tour,faim,pensee,famine
0,10,1,0
1,20,2,0
2,30,3,0
3,40,4,0
4,50,5,0
5,60,6,0
6,70,7,0
7,80,8,0
8,90,9,0
9,100,10,0
10,100,10,0
11,100,10,0
12,100,10,1
13,100,10,2
14,100,10,3
15,100,10,4
16,100,10,4
17,100,10,4
18,85,10,4
19,70,10,4
20,55,10,4
21,40,10,4
22,40,10,4
23,50,11,4
24,60,12,4
25,70,13,4
26,80,14,4
27,90,15,4
28,100,16,4
29,100,16,4
30,100,16,5
31,100,16,6
32,100,16,6
33,100,16,6
34,85,16,6
35,70,16,6
36,55,16,6
37,40,16,6
38,40,16,6
39,50,17,6
40,60,18,6
41,70,19,6
42,80,20,6
43,90,21,6
44,100,22,6
45,100,22,6
46,100,22,7
47,100,22,8
48,100,22,9
49,100,22,10
50,100,22,11
51,100,22,11
52,100,22,11
53,85,22,11
54,70,22,11
55,55,22,11
56,40,22,11
57,40,22,11
58,50,23,11
59,60,24,11
60,70,25,11
61,80,26,11
62,90,27,11
63,100,28,11
64,100,28,11
65,100,28,12
66,100,28,13
67,100,28,14
68,100,28,15
69,100,28,16
70,100,28,17
71,100,28,18
72,100,28,19
73,100,28,19
74,100,28,19
75,85,28,19
76,70,28,19
77,55,28,19
78,40,28,19
79,40,28,19
80,50,29,19
81,60,30,19
82,70,31,19
83,80,32,19
84,90,33,19
85,100,34,19
86,100,34,19
87,100,34,20
88,100,34,20
89,100,34,20
90,85,34,20
91,70,34,20
92,55,34,20
93,40,34,20
94,40,34,20
95,50,35,20
96,60,36,20
97,70,37,20
98,80,38,20
99,90,39,20
100,100,40,20
101,100,40,20
102,100,40,21
103,100,40,21
104,100,40,21
105,85,40,21
106,70,40,21
107,55,40,21
108,40,40,21
109,40,40,21
110,50,41,21
111,60,42,21
112,70,43,21
113,80,44,21
114,90,45,21
115,100,46,21
116,100,46,21
117,100,46,22
118,100,46,23
119,100,46,23
120,100,46,23
121,85,46,23
122,70,46,23
123,55,46,23
124,40,46,23
125,40,46,23
126,50,47,23
127,60,48,23
128,70,49,23
129,80,50,23
130,90,51,23
131,100,52,23
132,100,52,23
133,100,52,24
134,100,52,25
135,100,52,26
136,100,52,26
137,100,52,26
138,85,52,26
139,70,52,26
140,55,52,26
141,40,52,26
142,40,52,26
143,50,53,26
144,60,54,26
145,70,55,26
146,80,56,26
147,90,57,26
148,100,58,26
149,100,58,26
150,100,58,27
151,100,58,28
152,100,58,29
153,100,58,29
154,100,58,29
155,85,58,29
156,70,58,29
157,55,58,29
158,40,58,29
159,25,58,29
160,25,58,29
161,35,59,29
162,45,60,29
163,55,61,29
164,65,62,29
165,75,63,29
166,85,64,29
167,95,65,29
168,105,66,29
169,105,66,29
170,105,66,30
171,105,66,30
172,105,66,30
173,90,66,30
174,75,66,30
175,60,66,30
176,45,66,30
177,30,66,30
178,15,66,30
179,0,66,30
180,-15,66,30
181,-15,66,30
182,-5,67,30
183,5,68,30
184,15,69,30
185,25,70,30
186,35,71,30
187,45,72,30
188,55,73,30
189,65,74,30
190,75,75,30
191,85,76,30
192,95,77,30
193,105,78,30
194,105,78,30
195,105,78,31
196,105,78,32
197,105,78,32
198,105,78,32
199,90,78,32
200,75,78,32
201,60,78,32
202,45,78,32
203,30,78,32
204,15,78,32
205,0,78,32
206,-15,78,32
207,-15,78,32
208,-5,79,32
209,5,80,32
210,15,81,32
211,25,82,32
212,35,83,32
213,45,84,32
214,55,85,32
215,65,86,32
216,75,87,32
217,85,88,32
218,95,89,32
219,105,90,32
220,105,90,32
221,105,90,32
222,105,90,32
223,90,90,32
224,75,90,32
225,60,90,32
226,45,90,32
227,45,90,32
228,55,91,32
229,65,92,32
230,75,93,32
231,85,94,32
232,95,95,32
233,105,96,32
234,105,96,32
235,105,96,33
236,105,96,33
237,105,96,33
238,90,96,33
239,75,96,33
240,60,96,33
241,45,96,33
242,30,96,33
243,30,96,33
244,40,97,33
245,50,98,33
246,60,99,33
247,70,100,33
248,80,101,33
249,90,102,33
250,100,103,33
251,100,103,33
252,100,103,34
253,100,103,35
254,100,103,35
255,100,103,35
256,85,103,35
257,70,103,35
258,55,103,35
259,40,103,35
260,25,103,35
261,10,103,35
262,-5,103,35
263,-5,103,35
264,5,104,35
265,15,105,35
266,25,106,35
267,35,107,35
268,45,108,35
269,55,109,35
270,65,110,35
271,75,111,35
272,85,112,35
273,95,113,35
274,105,114,35
275,105,114,35
276,105,114,36
277,105,114,37
278,105,114,37
279,105,114,37
280,90,114,37
281,75,114,37
282,60,114,37
283,45,114,37
284,30,114,37
285,15,114,37
286,0,114,37
287,0,114,37
288,10,115,37
289,20,116,37
290,30,117,37
291,40,118,37
292,50,119,37
293,60,120,37
294,70,121,37
295,80,122,37
296,90,123,37
297,100,124,37
298,100,124,37
299,100,124,38
300,100,124,39
301,100,124,39
302,100,124,39
303,85,124,39
304,70,124,39
305,55,124,39
306,40,124,39
307,40,124,39
308,50,125,39
