tour,faim,pensee,famine
0,10,1,0
1,20,2,0
2,30,3,0
3,40,4,0
4,50,5,0
5,60,6,0
6,70,7,0
7,80,8,0
8,90,9,0
9,100,10,0
10,100,10,0
11,100,10,0
12,100,10,1
13,100,10,1
14,100,10,1
15,90,10,1
16,80,10,1
17,70,10,1
18,70,10,1
19,80,11,1
20,90,12,1
21,100,13,1
22,100,13,1
23,100,13,2
24,100,13,2
25,100,13,3
26,100,13,4
27,100,13,5
28,100,13,5
29,100,13,5
30,90,13,5
31,80,13,5
32,70,13,5
33,70,13,5
34,80,14,5
35,90,15,5
36,100,16,5
37,100,16,5
38,100,16,6
39,100,16,7
40,100,16,8
41,100,16,8
42,100,16,8
43,90,16,8
44,80,16,8
45,70,16,8
46,70,16,8
47,80,17,8
48,90,18,8
49,100,19,8
50,100,19,8
51,100,19,9
52,100,19,10
53,100,19,11
54,100,19,12
55,100,19,12
56,100,19,12
57,90,19,12
58,80,19,12
59,70,19,12
60,70,19,12
61,80,20,12
62,90,21,12
63,100,22,12
64,100,22,12
65,100,22,13
66,100,22,14
67,100,22,15
68,100,22,16
69,100,22,17
70,100,22,18
71,100,22,19
72,100,22,20
73,100,22,21
74,100,22,22
75,100,22,23
76,100,22,23
77,100,22,23
78,90,22,23
79,80,22,23
80,70,22,23
81,70,22,23
82,80,23,23
83,90,24,23
84,100,25,23
85,100,25,23
86,100,25,24
87,100,25,25
88,100,25,26
89,100,25,27
90,100,25,28
91,100,25,29
92,100,25,30
93,100,25,31
94,100,25,32
95,100,25,33
96,100,25,34
97,100,25,35
98,100,25,36
99,100,25,37
100,100,25,38
101,100,25,39
102,100,25,40
103,100,25,40
104,100,25,40
105,90,25,40
106,80,25,40
107,70,25,40
108,70,25,40
109,80,26,40
110,90,27,40
111,100,28,40
112,100,28,40
113,100,28,41
114,100,28,42
115,100,28,42
116,100,28,42
117,90,28,42
118,80,28,42
119,70,28,42
120,70,28,42
121,80,29,42
122,90,30,42
123,100,31,42
124,100,31,42
125,100,31,43
126,100,31,44
127,100,31,44
128,100,31,44
129,90,31,44
130,80,31,44
131,70,31,44
132,60,31,44
133,60,31,44
134,70,32,44
135,80,33,44
136,90,34,44
137,100,35,44
138,100,35,44
139,100,35,45
140,100,35,46
141,100,35,47
142,100,35,48
143,100,35,49
144,100,35,50
145,100,35,51
146,100,35,51
147,100,35,51
148,90,35,51
149,80,35,51
150,70,35,51
151,70,35,51
152,80,36,51
153,90,37,51
154,100,38,51
155,100,38,51
156,100,38,52
157,100,38,53
158,100,38,54
159,100,38,54
160,100,38,54
161,90,38,54
162,80,38,54
163,70,38,54
164,70,38,54
165,80,39,54
166,90,40,54
167,100,41,54
168,100,41,54
169,100,41,54
170,100,41,54
171,90,41,54
172,80,41,54
173,70,41,54
174,70,41,54
175,80,42,54
176,90,43,54
177,100,44,54
178,100,44,54
179,100,44,55
180,100,44,56
181,100,44,56
182,100,44,56
183,90,44,56
184,80,44,56
185,70,44,56
186,70,44,56
187,80,45,56
188,90,46,56
189,100,47,56
190,100,47,56
191,100,47,56
192,100,47,56
193,90,47,56
194,80,47,56
195,70,47,56
196,70,47,56
197,80,48,56
198,90,49,56
199,100,50,56
200,100,50,56
201,100,50,57
202,100,50,58
203,100,50,59
204,100,50,60
205,100,50,61
206,100,50,62
207,100,50,63
208,100,50,64
209,100,50,65
210,100,50,66
211,100,50,67
212,100,50,68
213,100,50,68
214,100,50,68
215,90,50,68
216,80,50,68
217,70,50,68
218,70,50,68
219,80,51,68
220,90,52,68
221,100,53,68
222,100,53,68
223,100,53,69
224,100,53,70
225,100,53,71
226,100,53,72
227,100,53,73
228,100,53,73
229,100,53,73
230,90,53,73
231,80,53,73
232,70,53,73
233,60,53,73
234,60,53,73
235,70,54,73
236,80,55,73
237,90,56,73
238,100,57,73
239,100,57,73
240,100,57,73
241,100,57,73
242,90,57,73
243,80,57,73
244,70,57,73
245,70,57,73
246,80,58,73
247,90,59,73
248,100,60,73
249,100,60,73
250,100,60,74
251,100,60,75
252,100,60,76
253,100,60,77
254,100,60,77
255,100,60,77
256,90,60,77
257,80,60,77
258,70,60,77
259,70,60,77
260,80,61,77
261,90,62,77
262,100,63,77
263,100,63,77
264,100,63,78
265,100,63,79
266,100,63,80
267,100,63,80
268,100,63,80
269,90,63,80
270,80,63,80
271,70,63,80
272,60,63,80
273,60,63,80
274,70,64,80
275,80,65,80
276,90,66,80
277,100,67,80
278,100,67,80
279,100,67,81
280,100,67,82
281,100,67,83
282,100,67,84
283,100,67,85
284,100,67,86
285,100,67,87
286,100,67,88
287,100,67,88
288,100,67,88
289,90,67,88
290,80,67,88
291,70,67,88
292,60,67,88
293,50,67,88
294,40,67,88
295,30,67,88
296,20,67,88
297,10,67,88
298,10,67,88
299,20,68,88
300,30,69,88
301,40,70,88
302,50,71,88
303,60,72,88
304,70,73,88
305,80,74,88
306,90,75,88
307,100,76,88
308,100,76,88
309,100,76,89
