tour,faim,pensee,famine
0,10,1,0
1,20,2,0
2,30,3,0
3,40,4,0
4,50,5,0
5,60,6,0
6,70,7,0
7,80,8,0
8,90,9,0
9,100,10,0
10,100,10,0
11,100,10,0
12,100,10,0
13,90,10,0
14,80,10,0
15,70,10,0
16,70,10,0
17,80,11,0
18,90,12,0
19,100,13,0
20,100,13,0
21,100,13,1
22,100,13,2
23,100,13,3
24,100,13,4
25,100,13,4
26,100,13,4
27,90,13,4
28,80,13,4
29,70,13,4
30,70,13,4
31,80,14,4
32,90,15,4
33,100,16,4
34,100,16,4
35,100,16,5
36,100,16,6
37,100,16,7
38,100,16,8
39,100,16,9
40,100,16,10
41,100,16,10
42,100,16,11
43,100,16,12
44,100,16,13
45,100,16,14
46,100,16,14
47,100,16,14
48,90,16,14
49,80,16,14
50,70,16,14
51,70,16,14
52,80,17,14
53,90,18,14
54,100,19,14
55,100,19,14
56,100,19,15
57,100,19,16
58,100,19,16
59,100,19,16
60,90,19,16
61,80,19,16
62,70,19,16
63,70,19,16
64,80,20,16
65,90,21,16
66,100,22,16
67,100,22,16
68,100,22,17
69,100,22,18
70,100,22,19
71,100,22,19
72,100,22,19
73,90,22,19
74,80,22,19
75,70,22,19
76,70,22,19
77,80,23,19
78,90,24,19
79,100,25,19
80,100,25,19
81,100,25,20
82,100,25,21
83,100,25,22
84,100,25,22
85,100,25,22
86,90,25,22
87,80,25,22
88,70,25,22
89,70,25,22
90,80,26,22
91,90,27,22
92,100,28,22
93,100,28,22
94,100,28,23
95,100,28,24
96,100,28,25
97,100,28,25
98,100,28,26
99,100,28,26
100,100,28,26
101,90,28,26
102,80,28,26
103,70,28,26
104,70,28,26
105,80,29,26
106,90,30,26
107,100,31,26
108,100,31,26
109,100,31,27
110,100,31,28
111,100,31,29
112,100,31,29
113,100,31,29
114,90,31,29
115,80,31,29
116,70,31,29
117,70,31,29
118,80,32,29
119,90,33,29
120,100,34,29
121,100,34,29
122,100,34,30
123,100,34,31
124,100,34,32
125,100,34,32
126,100,34,32
127,90,34,32
128,80,34,32
129,70,34,32
130,70,34,32
131,80,35,32
132,90,36,32
133,100,37,32
134,100,37,32
135,100,37,33
136,100,37,34
137,100,37,35
138,100,37,36
139,100,37,37
140,100,37,38
141,100,37,39
142,100,37,39
143,100,37,39
144,90,37,39
145,80,37,39
146,70,37,39
147,70,37,39
148,80,38,39
149,90,39,39
150,100,40,39
151,100,40,39
152,100,40,40
153,100,40,41
154,100,40,41
155,100,40,42
156,100,40,43
157,100,40,44
158,100,40,45
159,100,40,45
160,100,40,46
161,100,40,47
162,100,40,48
163,100,40,48
164,100,40,48
165,90,40,48
166,80,40,48
167,70,40,48
168,70,40,48
169,80,41,48
170,90,42,48
171,100,43,48
172,100,43,48
173,100,43,49
174,100,43,50
175,100,43,51
176,100,43,52
177,100,43,52
178,100,43,53
179,100,43,54
180,100,43,55
181,100,43,55
182,100,43,55
183,90,43,55
184,80,43,55
185,70,43,55
186,70,43,55
187,80,44,55
188,90,45,55
189,100,46,55
190,100,46,55
191,100,46,56
192,100,46,57
193,100,46,58
194,100,46,59
195,100,46,60
196,100,46,61
197,100,46,62
198,100,46,63
199,100,46,64
200,100,46,65
201,100,46,66
202,100,46,67
203,100,46,68
204,100,46,69
205,100,46,70
206,100,46,71
207,100,46,72
208,100,46,73
209,100,46,74
210,100,46,75
211,100,46,76
212,100,46,77
213,100,46,78
214,100,46,79
215,100,46,80
216,100,46,81
217,100,46,82
218,100,46,83
219,100,46,84
220,100,46,85
221,100,46,86
222,100,46,87
223,100,46,88
224,100,46,89
225,100,46,90
226,100,46,91
227,100,46,92
228,100,46,93
229,100,46,94
230,100,46,95
231,100,46,96
232,100,46,97
233,100,46,98
234,100,46,99
235,100,46,100
236,100,46,101
237,100,46,102
238,100,46,103
239,100,46,104
240,100,46,105
241,100,46,105
242,100,46,105
243,90,46,105
244,80,46,105
245,70,46,105
246,70,46,105
247,80,47,105
248,90,48,105
249,100,49,105
250,100,49,105
251,100,49,106
252,100,49,107
253,100,49,107
254,100,49,107
255,90,49,107
256,80,49,107
257,70,49,107
258,70,49,107
259,80,50,107
260,90,51,107
261,100,52,107
262,100,52,107
263,100,52,108
264,100,52,109
265,100,52,109
266,100,52,109
267,90,52,109
268,80,52,109
269,70,52,109
270,70,52,109
271,80,53,109
272,90,54,109
273,100,55,109
274,100,55,109
275,100,55,110
276,100,55,111
277,100,55,111
278,100,55,111
279,90,55,111
280,80,55,111
281,70,55,111
282,70,55,111
283,80,56,111
284,90,57,111
285,100,58,111
286,100,58,111
287,100,58,112
288,100,58,113
289,100,58,114
290,100,58,115
291,100,58,116
292,100,58,117
293,100,58,118
294,100,58,119
295,100,58,120
296,100,58,120
297,100,58,120
298,90,58,120
299,80,58,120
300,70,58,120
301,70,58,120
302,80,59,120
303,90,60,120
304,100,61,120
305,100,61,120
306,100,61,121
307,100,61,122
308,100,61,123
309,100,61,124
